Country,cause,val
Lao People's Democratic Republic,Chronic respiratory diseases,2663.067908
Lithuania,Unintentional injuries,1192.725756
Central African Republic,Mental disorders,0.029919721
Cameroon,Chronic respiratory diseases,4165.721624
Cameroon,Digestive diseases,7136.596785
Mozambique,HIV/AIDS and sexually transmitted infections,68853.57978
Mozambique,Respiratory infections and tuberculosis,36524.44127
Mozambique,Enteric infections,10337.32847
Mozambique,Other infectious diseases,6047.298244
Rwanda,Nutritional deficiencies,1142.204672
Palau,Cardiovascular diseases,65.32751063
Netherlands,Neoplasms,56512.82694
Syrian Arab Republic,Neoplasms,8784.28231
Angola,Chronic respiratory diseases,3933.852734
Lao People's Democratic Republic,Other non-communicable diseases,1401.566016
Lao People's Democratic Republic,Skin and subcutaneous diseases,93.24738676
Sierra Leone,Digestive diseases,2323.941459
Belgium,Other non-communicable diseases,2214.087226
Belgium,Skin and subcutaneous diseases,519.4238485
Belgium,Enteric infections,900.7525856
Belarus,Mental disorders,0.240234902
Papua New Guinea,Musculoskeletal disorders,38.5424369
Papua New Guinea,Other non-communicable diseases,2517.164655
Romania,HIV/AIDS and sexually transmitted infections,144.8204435
Romania,Respiratory infections and tuberculosis,7304.828066
Romania,Enteric infections,93.14233696
Romania,Other infectious diseases,216.9403147
Bolivia (Plurinational State of),Cardiovascular diseases,15904.93316
Andorra,Chronic respiratory diseases,39.42155534
Andorra,Skin and subcutaneous diseases,0.45657969
Palau,Neurological disorders,3.313648974
Palau,Mental disorders,3.14E-05
Rwanda,Chronic respiratory diseases,2519.692366
Samoa,Neglected tropical diseases and malaria,0.44504366
Mozambique,Chronic respiratory diseases,3758.835346
Cameroon,Nutritional deficiencies,965.2302497
Algeria,Nutritional deficiencies,113.6089429
Saudi Arabia,Neglected tropical diseases and malaria,39.58235008
Saudi Arabia,Mental disorders,3.373118948
Cameroon,Unintentional injuries,5035.250884
Latvia,Digestive diseases,944.7523034
Latvia,Transport injuries,217.0111794
Latvia,Unintentional injuries,731.6049093
Bahamas,Neglected tropical diseases and malaria,0.439807228
Palau,Musculoskeletal disorders,0.080814289
Palau,Other non-communicable diseases,1.561320125
Lao People's Democratic Republic,Musculoskeletal disorders,38.88878627
Solomon Islands,Diabetes and kidney diseases,521.3977647
Papua New Guinea,Neglected tropical diseases and malaria,966.3253145
Paraguay,Chronic respiratory diseases,1147.832966
Paraguay,Skin and subcutaneous diseases,100.7394772
Syrian Arab Republic,Skin and subcutaneous diseases,8.008261322
Syrian Arab Republic,Transport injuries,1941.816202
Spain,Musculoskeletal disorders,1374.424238
Spain,Other non-communicable diseases,9636.554363
Ecuador,Cardiovascular diseases,21464.45093
Ecuador,Musculoskeletal disorders,328.2710075
Belgium,Other infectious diseases,287.5939018
Belgium,Maternal and neonatal disorders,176.0210169
Belgium,Substance use disorders,748.8586709
Belgium,Diabetes and kidney diseases,4696.177933
Lao People's Democratic Republic,Digestive diseases,2464.120038
Uzbekistan,Self-harm and interpersonal violence,4770.021164
Senegal,Cardiovascular diseases,15981.10694
Central African Republic,Chronic respiratory diseases,1578.545281
Central African Republic,Skin and subcutaneous diseases,45.50064296
Central African Republic,Transport injuries,3172.650019
Rwanda,Digestive diseases,4296.594843
Algeria,Digestive diseases,6398.223784
Syrian Arab Republic,Mental disorders,0.069001443
Ecuador,Neglected tropical diseases and malaria,62.06463961
Palau,Self-harm and interpersonal violence,4.565183267
Bosnia and Herzegovina,Cardiovascular diseases,18828.03996
Bosnia and Herzegovina,Musculoskeletal disorders,43.0169038
Burkina Faso,Cardiovascular diseases,22150.74333
Lao People's Democratic Republic,Transport injuries,1172.182267
Lao People's Democratic Republic,Substance use disorders,86.61297493
Lao People's Democratic Republic,Diabetes and kidney diseases,3284.863336
Norway,Cardiovascular diseases,12723.51033
Norway,Musculoskeletal disorders,190.0576457
Northern Mariana Islands,Cardiovascular diseases,115.8084031
Cyprus,Neoplasms,2290.561822
Bolivia (Plurinational State of),Other non-communicable diseases,2534.766714
Romania,Maternal and neonatal disorders,466.1970112
Romania,Substance use disorders,693.8053542
Romania,Diabetes and kidney diseases,5465.108716
Palau,Skin and subcutaneous diseases,0.056242385
Palau,Enteric infections,1.726526938
Palau,Other infectious diseases,0.655430656
Palau,Maternal and neonatal disorders,0.981642651
Angola,Transport injuries,9567.00681
Angola,Unintentional injuries,4624.135517
Rwanda,Transport injuries,2577.983904
Rwanda,Unintentional injuries,1925.926668
Congo,Neglected tropical diseases and malaria,2210.09854
Congo,Cardiovascular diseases,7096.360701
Andorra,Transport injuries,8.927133458
Andorra,Diabetes and kidney diseases,25.26191281
Papua New Guinea,Skin and subcutaneous diseases,141.9310861
Papua New Guinea,Respiratory infections and tuberculosis,7852.373619
Papua New Guinea,Enteric infections,3491.257389
Papua New Guinea,Other infectious diseases,2340.354383
Papua New Guinea,Maternal and neonatal disorders,5132.383052
Republic of Moldova,Musculoskeletal disorders,25.50941347
Samoa,Chronic respiratory diseases,104.8317172
Samoa,Skin and subcutaneous diseases,4.03038894
Cameroon,Neoplasms,14257.79563
Cameroon,Neurological disorders,3023.170899
Barbados,Nutritional deficiencies,7.734535054
Algeria,Neoplasms,23816.15808
Belize,Neglected tropical diseases and malaria,1.157661875
Lao People's Democratic Republic,Unintentional injuries,1352.188113
Algeria,Neurological disorders,7190.979806
Algeria,Mental disorders,0.186988245
Lao People's Democratic Republic,HIV/AIDS and sexually transmitted infections,410.7091104
Lao People's Democratic Republic,Respiratory infections and tuberculosis,5490.662518
Lao People's Democratic Republic,Enteric infections,1281.784366
Paraguay,Transport injuries,1536.042042
Paraguay,Unintentional injuries,1090.977942
Syrian Arab Republic,Unintentional injuries,1222.967778
Spain,Skin and subcutaneous diseases,1660.110664
Spain,Transport injuries,3157.509954
Spain,Maternal and neonatal disorders,497.7688833
Spain,Substance use disorders,1156.726671
Spain,Diabetes and kidney diseases,24785.92995
Saudi Arabia,Chronic respiratory diseases,3723.314895
Mozambique,Digestive diseases,7033.939669
Albania,Nutritional deficiencies,4.527415443
Ecuador,Other non-communicable diseases,2345.933177
Ecuador,Skin and subcutaneous diseases,109.6499151
Ecuador,Enteric infections,496.5062768
Puerto Rico,Neglected tropical diseases and malaria,3.552325684
Portugal,Musculoskeletal disorders,258.223149
Portugal,Other non-communicable diseases,2684.5641
Cyprus,Mental disorders,0.00763271
Senegal,Musculoskeletal disorders,67.02632651
Senegal,Other non-communicable diseases,3512.701773
Papua New Guinea,Chronic respiratory diseases,7154.076229
Central African Republic,Unintentional injuries,1531.916967
Palau,Substance use disorders,0.271983055
Palau,Diabetes and kidney diseases,35.79645321
Indonesia,Musculoskeletal disorders,1859.828062
Indonesia,Other non-communicable diseases,29865.91117
Indonesia,HIV/AIDS and sexually transmitted infections,9358.938547
Indonesia,Respiratory infections and tuberculosis,120952.1742
Indonesia,Enteric infections,66299.99888
Rwanda,Neurological disorders,1184.964522
Rwanda,Mental disorders,0.146668958
Republic of Moldova,Other non-communicable diseases,418.069311
Republic of Moldova,HIV/AIDS and sexually transmitted infections,164.8185597
Republic of Moldova,Respiratory infections and tuberculosis,1057.712421
Republic of Moldova,Enteric infections,7.809552169
Belgium,HIV/AIDS and sexually transmitted infections,60.33269454
Ecuador,Chronic respiratory diseases,3670.042249
Cabo Verde,Cardiovascular diseases,1073.450788
Bosnia and Herzegovina,Other non-communicable diseases,154.5852913
Bosnia and Herzegovina,HIV/AIDS and sexually transmitted infections,3.821133171
Bosnia and Herzegovina,Respiratory infections and tuberculosis,534.8642986
Bosnia and Herzegovina,Enteric infections,9.000228216
Algeria,Self-harm and interpersonal violence,2015.259506
Malaysia,Neoplasms,31294.10534
Burkina Faso,Chronic respiratory diseases,2713.915231
Burkina Faso,Skin and subcutaneous diseases,241.4085547
Northern Mariana Islands,Other non-communicable diseases,6.181133008
Northern Mariana Islands,Skin and subcutaneous diseases,2.716626451
Norway,Other non-communicable diseases,801.1772029
Norway,HIV/AIDS and sexually transmitted infections,21.15222479
Norway,Respiratory infections and tuberculosis,2081.225447
Norway,Enteric infections,350.4173326
Serbia,Neoplasms,28443.97837
Serbia,Neurological disorders,3829.196742
Bolivia (Plurinational State of),Skin and subcutaneous diseases,68.80561836
Bolivia (Plurinational State of),Transport injuries,2188.871257
Niue,Musculoskeletal disorders,0.021225838
Niue,Other non-communicable diseases,0.240516758
Syrian Arab Republic,Nutritional deficiencies,92.10450661
Papua New Guinea,Substance use disorders,124.2915197
Papua New Guinea,Diabetes and kidney diseases,5441.183192
Congo,Chronic respiratory diseases,996.9409063
Burkina Faso,Neglected tropical diseases and malaria,27553.76574
Samoa,Transport injuries,35.27578328
Samoa,Unintentional injuries,39.21415439
Barbados,Digestive diseases,113.0177272
Cameroon,Mental disorders,0.393003993
Cameroon,Self-harm and interpersonal violence,3893.51636
Bahamas,Chronic respiratory diseases,50.84084563
Sierra Leone,Self-harm and interpersonal violence,648.0847894
Republic of Moldova,Other infectious diseases,61.35670369
Republic of Moldova,Maternal and neonatal disorders,147.3095126
Republic of Moldova,Substance use disorders,467.0763378
Republic of Moldova,Diabetes and kidney diseases,529.2951345
Russian Federation,Nutritional deficiencies,455.4986199
Cabo Verde,Musculoskeletal disorders,3.167908479
Cabo Verde,Other non-communicable diseases,54.13870553
Cabo Verde,Skin and subcutaneous diseases,7.186132031
Cabo Verde,HIV/AIDS and sexually transmitted infections,57.70927345
Cabo Verde,Respiratory infections and tuberculosis,353.9993648
Sweden,Neoplasms,26480.17392
Lao People's Democratic Republic,Other infectious diseases,832.5597435
Lao People's Democratic Republic,Maternal and neonatal disorders,3357.537865
Malaysia,Nutritional deficiencies,238.9689069
Bahrain,Neglected tropical diseases and malaria,0.107428361
Mauritius,Nutritional deficiencies,16.11711436
Albania,Digestive diseases,527.3603343
Albania,Neurological disorders,1318.340241
Estonia,Neglected tropical diseases and malaria,0.094347487
Portugal,HIV/AIDS and sexually transmitted infections,487.9159792
Portugal,Respiratory infections and tuberculosis,8507.322505
Portugal,Enteric infections,239.4257982
Portugal,Other infectious diseases,154.3302766
Portugal,Maternal and neonatal disorders,103.4312701
Ecuador,Other infectious diseases,519.6956082
Ecuador,Maternal and neonatal disorders,2428.21209
Ecuador,Substance use disorders,415.5696177
Ecuador,Diabetes and kidney diseases,11866.80319
Puerto Rico,Neoplasms,6936.031581
Senegal,HIV/AIDS and sexually transmitted infections,1780.885726
Senegal,Respiratory infections and tuberculosis,10538.00956
Senegal,Enteric infections,7358.794752
Senegal,Other infectious diseases,3258.42826
Senegal,Maternal and neonatal disorders,11154.65219
Syrian Arab Republic,Digestive diseases,2595.625016
Tunisia,Neglected tropical diseases and malaria,23.28698902
Saudi Arabia,Transport injuries,21778.54041
Mozambique,Unintentional injuries,6532.262087
Rwanda,Self-harm and interpersonal violence,1223.07021
Belgium,Respiratory infections and tuberculosis,6428.278332
Cyprus,Nutritional deficiencies,7.349199371
Ecuador,Transport injuries,5031.743011
Papua New Guinea,Transport injuries,2554.519377
Papua New Guinea,Unintentional injuries,2503.644216
Malaysia,Cardiovascular diseases,58823.73056
Malaysia,Musculoskeletal disorders,313.6570952
Bosnia and Herzegovina,Other infectious diseases,51.82240213
Bosnia and Herzegovina,Maternal and neonatal disorders,74.55233089
Bosnia and Herzegovina,Substance use disorders,100.4600741
Bosnia and Herzegovina,Diabetes and kidney diseases,2947.738528
Russian Federation,Neoplasms,296822.4986
Algeria,HIV/AIDS and sexually transmitted infections,353.496514
Puerto Rico,Chronic respiratory diseases,1832.095505
Puerto Rico,Skin and subcutaneous diseases,304.8777013
Indonesia,Other infectious diseases,21634.74368
Indonesia,Maternal and neonatal disorders,43388.4288
Indonesia,Substance use disorders,1241.74221
Indonesia,Diabetes and kidney diseases,148995.7608
Lao People's Democratic Republic,Nutritional deficiencies,200.5224407
Burkina Faso,Transport injuries,5696.413595
Burkina Faso,Substance use disorders,214.9225755
Burkina Faso,Diabetes and kidney diseases,5799.179707
Cabo Verde,Enteric infections,58.03722875
Cabo Verde,Other infectious diseases,31.01708688
Cabo Verde,Maternal and neonatal disorders,98.76713349
Cabo Verde,Substance use disorders,5.758761369
Cabo Verde,Diabetes and kidney diseases,238.2663333
Norway,Other infectious diseases,120.9200379
Norway,Maternal and neonatal disorders,53.67054517
Norway,Substance use disorders,480.6840994
Norway,Diabetes and kidney diseases,1441.91552
Syrian Arab Republic,Neurological disorders,2208.120185
Serbia,Mental disorders,0.235130262
Northern Mariana Islands,Transport injuries,6.161685822
Northern Mariana Islands,Substance use disorders,2.223204152
Northern Mariana Islands,Diabetes and kidney diseases,51.05740076
Bahrain,Chronic respiratory diseases,161.1821912
Bolivia (Plurinational State of),Substance use disorders,424.5115713
Bolivia (Plurinational State of),Diabetes and kidney diseases,8224.470041
Lithuania,Cardiovascular diseases,21301.12442
Denmark,Nutritional deficiencies,81.00514257
Barbados,Neurological disorders,148.8098237
Congo,Skin and subcutaneous diseases,47.65233906
Congo,Transport injuries,1593.690335
Congo,Unintentional injuries,758.5643995
Samoa,Neoplasms,154.9052839
Tonga,Musculoskeletal disorders,1.629352124
Niue,HIV/AIDS and sexually transmitted infections,0.182998724
Niue,Respiratory infections and tuberculosis,0.909367928
Niue,Enteric infections,0.152231314
Niue,Other infectious diseases,0.058860344
Niue,Maternal and neonatal disorders,0.195883594
Niue,Substance use disorders,0.035071066
Puerto Rico,Mental disorders,0.044249213
Bahamas,Transport injuries,93.67806022
Bahamas,Unintentional injuries,129.2047334
Sierra Leone,Chronic respiratory diseases,1478.616974
Malaysia,Other non-communicable diseases,4587.221026
Malaysia,Skin and subcutaneous diseases,1902.54757
Syrian Arab Republic,Self-harm and interpersonal violence,7788.303645
Bahrain,Nutritional deficiencies,3.881456181
Mauritius,Digestive diseases,397.5067783
Chad,Neoplasms,6249.557789
Albania,Mental disorders,0.007697971
Albania,Self-harm and interpersonal violence,209.3918001
Congo,Nutritional deficiencies,274.7138941
Congo,Digestive diseases,1722.37377
Peru,Neoplasms,33395.16737
Togo,Cardiovascular diseases,8361.494322
Spain,Nutritional deficiencies,466.6354161
Senegal,Substance use disorders,108.5758271
Senegal,Diabetes and kidney diseases,5046.367205
Bahrain,Skin and subcutaneous diseases,33.89481484
Bahrain,Transport injuries,182.0926779
Belize,Digestive diseases,102.8595947
Belize,Unintentional injuries,91.39699547
Seychelles,Neglected tropical diseases and malaria,0.37821261
Cyprus,Digestive diseases,364.2005243
Ecuador,Unintentional injuries,3462.723725
Bulgaria,Neoplasms,22008.96615
Estonia,Chronic respiratory diseases,303.3777112
Saudi Arabia,Unintentional injuries,10505.77876
Portugal,Neoplasms,31651.47717
Seychelles,Cardiovascular diseases,241.7967263
Palau,Neoplasms,35.63556866
Bahrain,Digestive diseases,211.5867757
Bahrain,Neurological disorders,122.7732994
Ecuador,Neoplasms,17626.56563
Chad,Mental disorders,0.066838684
Colombia,Nutritional deficiencies,1331.907657
Lithuania,Musculoskeletal disorders,51.3810563
Lithuania,Other non-communicable diseases,288.0843725
Cabo Verde,Neglected tropical diseases and malaria,14.1586103
Barbados,Self-harm and interpersonal violence,47.58873702
Bahrain,Unintentional injuries,98.48225546
Lao People's Democratic Republic,Neoplasms,4975.190885
Tonga,HIV/AIDS and sexually transmitted infections,3.900477921
Tonga,Respiratory infections and tuberculosis,38.67916659
Tonga,Enteric infections,3.486058735
Samoa,Mental disorders,0.000787494
Tunisia,Musculoskeletal disorders,76.82687052
Tunisia,Other non-communicable diseases,1046.069808
Northern Mariana Islands,Nutritional deficiencies,0.94948767
Northern Mariana Islands,Neoplasms,80.08257209
Tunisia,Cardiovascular diseases,35006.97542
Malaysia,Neurological disorders,5098.908353
Malaysia,Mental disorders,0.920347671
Cyprus,Neurological disorders,473.8532963
Antigua and Barbuda,HIV/AIDS and sexually transmitted infections,7.452132866
Antigua and Barbuda,Respiratory infections and tuberculosis,30.18122527
Antigua and Barbuda,Enteric infections,1.518360279
Bahamas,Nutritional deficiencies,5.543956908
Malaysia,Other infectious diseases,1744.929265
Malaysia,Maternal and neonatal disorders,1573.790779
Malaysia,Substance use disorders,313.7286369
Malaysia,Diabetes and kidney diseases,9887.817304
Sierra Leone,Skin and subcutaneous diseases,78.30885669
Sierra Leone,Transport injuries,1615.290803
Mauritius,Unintentional injuries,205.4590392
Norway,Nutritional deficiencies,101.1614469
Peru,Mental disorders,1.151913384
Spain,Neoplasms,125834.8294
Spain,Neurological disorders,38551.14838
Portugal,Neurological disorders,8606.477072
Portugal,Mental disorders,0.043495855
Sierra Leone,Neoplasms,3800.796789
Sierra Leone,Neurological disorders,918.9118665
Tunisia,Digestive diseases,2174.533623
Tunisia,Unintentional injuries,1985.022385
Bosnia and Herzegovina,Neglected tropical diseases and malaria,1.808778074
Bahrain,Self-harm and interpersonal violence,104.4546476
Central African Republic,Cardiovascular diseases,7209.522083
Burkina Faso,Digestive diseases,6368.606224
Togo,Other non-communicable diseases,1868.22691
Tunisia,Chronic respiratory diseases,2649.248347
Tunisia,Skin and subcutaneous diseases,41.91136356
Tunisia,Transport injuries,2523.523366
Bulgaria,Neurological disorders,4422.64832
Bulgaria,Mental disorders,0.014859617
Cyprus,Self-harm and interpersonal violence,87.54841401
Colombia,Neoplasms,49460.12734
Colombia,Neurological disorders,16921.98752
Seychelles,Musculoskeletal disorders,0.407994531
Seychelles,Other non-communicable diseases,22.92140361
Austria,Musculoskeletal disorders,210.4891904
Peru,Cardiovascular diseases,29215.41461
Slovakia,Neglected tropical diseases and malaria,0.514256478
Rwanda,Cardiovascular diseases,11825.5712
Portugal,Self-harm and interpersonal violence,1524.255299
Cabo Verde,Chronic respiratory diseases,106.7110935
Bosnia and Herzegovina,Chronic respiratory diseases,1204.214642
Bosnia and Herzegovina,Skin and subcutaneous diseases,19.97605002
Tonga,Other infectious diseases,16.43960251
Tonga,Maternal and neonatal disorders,13.73980579
Vanuatu,Nutritional deficiencies,12.01890097
Estonia,Digestive diseases,583.9520482
Estonia,Unintentional injuries,344.3487644
Lithuania,Skin and subcutaneous diseases,45.68943778
Lithuania,HIV/AIDS and sexually transmitted infections,62.75006558
Lithuania,Respiratory infections and tuberculosis,684.3557076
Lithuania,Enteric infections,14.57258176
Lithuania,Other infectious diseases,46.65695317
Lithuania,Maternal and neonatal disorders,30.5532218
Lithuania,Substance use disorders,486.0559724
Maldives,Neoplasms,213.9521672
Tunisia,Substance use disorders,191.7727578
Tunisia,Diabetes and kidney diseases,4459.797138
Northern Mariana Islands,Neurological disorders,8.79537168
Northern Mariana Islands,Mental disorders,0.000115744
Tunisia,HIV/AIDS and sexually transmitted infections,162.1858196
Tunisia,Respiratory infections and tuberculosis,1959.058207
Tunisia,Enteric infections,162.5782097
Tunisia,Other infectious diseases,325.5481171
Tunisia,Maternal and neonatal disorders,948.8098434
Malaysia,Self-harm and interpersonal violence,2389.723483
Lao People's Democratic Republic,Neurological disorders,759.302904
Lao People's Democratic Republic,Mental disorders,0.089883815
Sierra Leone,Unintentional injuries,2012.041403
Denmark,Neglected tropical diseases and malaria,0.446941916
Congo,Musculoskeletal disorders,49.67634241
Congo,Other non-communicable diseases,816.5096457
Congo,HIV/AIDS and sexually transmitted infections,4461.574345
Congo,Self-harm and interpersonal violence,668.8689215
Belize,Cardiovascular diseases,463.7339678
Spain,Mental disorders,3.220061681
Spain,Self-harm and interpersonal violence,4099.758329
Sierra Leone,Mental disorders,0.063492179
Bahamas,Digestive diseases,119.4160171
Turkey,Neoplasms,104816.1095
Côte d'Ivoire,Nutritional deficiencies,756.0515713
Spain,Neglected tropical diseases and malaria,16.64055418
Norway,Digestive diseases,1408.638191
Norway,Neurological disorders,3559.480687
Bulgaria,Self-harm and interpersonal violence,1271.697832
Seychelles,Chronic respiratory diseases,30.51418223
Seychelles,Skin and subcutaneous diseases,1.863221589
Seychelles,Transport injuries,17.63557372
Malaysia,HIV/AIDS and sexually transmitted infections,1549.49532
Malaysia,Respiratory infections and tuberculosis,23710.48529
Malaysia,Enteric infections,1708.47918
Bosnia and Herzegovina,Transport injuries,218.9413513
Bosnia and Herzegovina,Unintentional injuries,534.7469321
Egypt,Musculoskeletal disorders,252.7012677
Egypt,Neglected tropical diseases and malaria,321.0748493
Egypt,Cardiovascular diseases,263872.7394
Colombia,Mental disorders,0.148042251
Colombia,Self-harm and interpersonal violence,20029.40109
Cabo Verde,Transport injuries,52.55375767
Cabo Verde,Unintentional injuries,130.5818318
Seychelles,HIV/AIDS and sexually transmitted infections,4.276933858
Seychelles,Respiratory infections and tuberculosis,81.32553824
Seychelles,Enteric infections,6.33834549
Seychelles,Other infectious diseases,10.24173225
Seychelles,Maternal and neonatal disorders,8.520137214
Cameroon,HIV/AIDS and sexually transmitted infections,24537.90136
Cameroon,Respiratory infections and tuberculosis,23580.21328
Cameroon,Enteric infections,19706.94367
Togo,Skin and subcutaneous diseases,66.27301695
Togo,Transport injuries,1578.184854
Central African Republic,Musculoskeletal disorders,35.57181848
Central African Republic,Other non-communicable diseases,1954.37048
Central African Republic,HIV/AIDS and sexually transmitted infections,6026.999888
Maldives,Mental disorders,0.008176497
Peru,Musculoskeletal disorders,270.6135607
Peru,Other non-communicable diseases,3967.06222
Burkina Faso,Unintentional injuries,5923.494865
Slovakia,Chronic respiratory diseases,1146.702909
Austria,HIV/AIDS and sexually transmitted infections,37.22532174
Austria,Respiratory infections and tuberculosis,1257.64262
Austria,Enteric infections,126.1268013
Austria,Other infectious diseases,114.7290296
Austria,Maternal and neonatal disorders,117.5334078
Belgium,Nutritional deficiencies,370.9882937
Belize,Chronic respiratory diseases,73.60117125
Belize,Other non-communicable diseases,66.15004947
Belize,Skin and subcutaneous diseases,6.011584825
Belize,Transport injuries,87.9819481
Solomon Islands,Musculoskeletal disorders,5.318749403
Solomon Islands,Other non-communicable diseases,107.2725064
Lithuania,Diabetes and kidney diseases,500.3101175
Sweden,HIV/AIDS and sexually transmitted infections,23.87693765
Vanuatu,Digestive diseases,92.01245411
Northern Mariana Islands,Self-harm and interpersonal violence,10.5798233
Côte d'Ivoire,Digestive diseases,6623.485289
Turkey,Nutritional deficiencies,1043.363449
Spain,Chronic respiratory diseases,36560.14027
Maldives,Neglected tropical diseases and malaria,11.74067102
Rwanda,Musculoskeletal disorders,59.43509697
Rwanda,Other non-communicable diseases,2400.4525
Mozambique,Cardiovascular diseases,31692.23264
Samoa,Cardiovascular diseases,538.5656193
Egypt,Chronic respiratory diseases,22560.48228
Egypt,Skin and subcutaneous diseases,227.5344762
Seychelles,Unintentional injuries,23.89182837
Congo,Respiratory infections and tuberculosis,4000.141733
Congo,Enteric infections,1974.703283
Congo,Other infectious diseases,811.6006924
Congo,Maternal and neonatal disorders,2394.148009
Congo,Substance use disorders,78.1218076
Congo,Diabetes and kidney diseases,1872.714417
Democratic Republic of the Congo,Nutritional deficiencies,6355.040398
Cabo Verde,Nutritional deficiencies,11.92989476
Cabo Verde,Digestive diseases,175.4825082
Algeria,Cardiovascular diseases,97930.95051
Belize,Substance use disorders,11.98234738
Belize,Diabetes and kidney diseases,265.8692164
Lao People's Democratic Republic,Self-harm and interpersonal violence,992.4066842
Croatia,Neglected tropical diseases and malaria,0.810757621
Côte d'Ivoire,Unintentional injuries,4619.288029
Solomon Islands,HIV/AIDS and sexually transmitted infections,144.9196906
Solomon Islands,Respiratory infections and tuberculosis,522.8923912
Solomon Islands,Enteric infections,246.1365556
Solomon Islands,Other infectious diseases,98.60696298
Solomon Islands,Maternal and neonatal disorders,170.8052907
Solomon Islands,Substance use disorders,17.29984882
Spain,Digestive diseases,23211.95172
Maldives,Nutritional deficiencies,4.684767512
Maldives,Digestive diseases,49.18468863
Seychelles,Substance use disorders,1.638092543
Seychelles,Diabetes and kidney diseases,70.54735432
Bahamas,Neurological disorders,92.9459282
Togo,Neglected tropical diseases and malaria,5665.328323
Norway,Self-harm and interpersonal violence,594.7135291
Peru,HIV/AIDS and sexually transmitted infections,2613.231386
Peru,Respiratory infections and tuberculosis,20135.61259
Peru,Enteric infections,1245.501768
Peru,Other infectious diseases,995.0698582
Peru,Maternal and neonatal disorders,4418.500707
Ecuador,HIV/AIDS and sexually transmitted infections,1383.521923
Ecuador,Respiratory infections and tuberculosis,6183.129469
Turkey,HIV/AIDS and sexually transmitted infections,300.2186874
Turkey,Respiratory infections and tuberculosis,15711.38209
Algeria,Neglected tropical diseases and malaria,75.36248501
Democratic Republic of the Congo,Neoplasms,36862.17639
Belgium,Digestive diseases,5662.484996
Cabo Verde,Neurological disorders,147.1907227
Cabo Verde,Mental disorders,0.006864207
Republic of Moldova,Neoplasms,6244.530557
Republic of Moldova,Mental disorders,0.735475108
Slovakia,Digestive diseases,2988.948346
Albania,Cardiovascular diseases,12903.77962
Albania,Musculoskeletal disorders,34.56056267
Democratic Republic of the Congo,Musculoskeletal disorders,539.0622435
Solomon Islands,Nutritional deficiencies,25.82646818
Cuba,Neoplasms,27784.88846
Barbados,Musculoskeletal disorders,15.91911764
Barbados,Other non-communicable diseases,116.203595
Barbados,HIV/AIDS and sexually transmitted infections,25.20939485
Cuba,Cardiovascular diseases,39754.57567
Turkey,Neurological disorders,26636.46077
Vanuatu,Neurological disorders,38.85729764
Vanuatu,Mental disorders,0.000679953
Palau,Neglected tropical diseases and malaria,0.072093948
Togo,Substance use disorders,70.5974983
Togo,Diabetes and kidney diseases,2050.857989
Maldives,Chronic respiratory diseases,122.9578629
Central African Republic,Respiratory infections and tuberculosis,14390.2157
Central African Republic,Enteric infections,8719.993107
Central African Republic,Other infectious diseases,2715.360732
Central African Republic,Maternal and neonatal disorders,6193.374378
Central African Republic,Substance use disorders,76.66030798
Central African Republic,Diabetes and kidney diseases,1682.541991
Spain,Unintentional injuries,8918.041252
Tonga,Nutritional deficiencies,3.519289647
Mozambique,Musculoskeletal disorders,140.0882972
Mozambique,Other non-communicable diseases,8781.428181
Democratic Republic of the Congo,Cardiovascular diseases,89906.29255
Turkey,Cardiovascular diseases,176662.6602
Turkey,Enteric infections,962.6329529
United Arab Emirates,Nutritional deficiencies,7.097467072
Sweden,Neglected tropical diseases and malaria,1.266645421
Togo,Chronic respiratory diseases,1331.912687
Chad,Cardiovascular diseases,13837.2708
Democratic Republic of the Congo,Neurological disorders,7159.336842
Democratic Republic of the Congo,Mental disorders,0.792085778
Syrian Arab Republic,Musculoskeletal disorders,37.97113109
Syrian Arab Republic,Other non-communicable diseases,1815.292291
Algeria,Musculoskeletal disorders,237.9296202
Algeria,Other non-communicable diseases,6903.932183
Algeria,Skin and subcutaneous diseases,113.5662073
Rwanda,Skin and subcutaneous diseases,108.0862248
Rwanda,Respiratory infections and tuberculosis,9658.167054
Rwanda,Enteric infections,3901.376585
Rwanda,Other infectious diseases,1845.249671
Rwanda,Maternal and neonatal disorders,6474.124528
Cabo Verde,Self-harm and interpersonal violence,162.9980426
Croatia,Chronic respiratory diseases,1877.63096
Samoa,Musculoskeletal disorders,1.624434142
Samoa,Other non-communicable diseases,19.87596992
Cuba,Musculoskeletal disorders,238.0965648
Cuba,Other non-communicable diseases,1082.831967
Latvia,Cardiovascular diseases,15778.84593
Maldives,Neurological disorders,69.0530664
Togo,Musculoskeletal disorders,37.17990301
Albania,Other non-communicable diseases,241.9011493
Albania,Skin and subcutaneous diseases,4.60687316
Albania,HIV/AIDS and sexually transmitted infections,4.618780158
Albania,Respiratory infections and tuberculosis,478.3693967
Albania,Enteric infections,7.724681551
Peru,Substance use disorders,508.286076
Peru,Diabetes and kidney diseases,12808.90178
Malaysia,Neglected tropical diseases and malaria,283.0704363
Bulgaria,Musculoskeletal disorders,53.07591735
Bulgaria,Other non-communicable diseases,538.5536814
United Arab Emirates,Digestive diseases,734.4840131
Tonga,Neoplasms,127.0471048
Tonga,Neurological disorders,25.0422899
Tonga,Mental disorders,0.000291617
Somalia,Neoplasms,7992.65339
